#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Desc.
 3800,CVE-2007-1258,,,DoS ,2007-03-03,2017-10-11,6.1,None,Local Network,Low,Not required,None,None,Complete,"Unspecified vulnerability in Cisco IOS 12.2SXA, SXB, SXD, and SXF; and the MSFC2, MSFC2a and MSFC3 running in Hybrid Mode on Cisco Catalyst 6000, 6500 and Cisco 7600 series systems; allows remote attackers on a local network segment to cause a denial of service (software reload) via a certain MPLS packet."
 3801,CVE-2007-1257,20,,Exec Code ,2007-03-03,2017-10-11,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"The Network Analysis Module (NAM) in Cisco Catalyst Series 6000, 6500, and 7600 allows remote attackers to execute arbitrary commands via certain SNMP packets that are spoofed from the NAM's own IP address."
 3802,CVE-2007-1068,255,,+Info ,2007-02-22,2017-07-29,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"The (1) TTLS CHAP, (2) TTLS MSCHAP, (3) TTLS MSCHAPv2, (4) TTLS PAP, (5) MD5, (6) GTC, (7) LEAP, (8) PEAP MSCHAPv2, (9) PEAP GTC, and (10) FAST authentication methods in Cisco Secure Services Client (CSSC) 4.x, Trust Agent 1.x and 2.x, Cisco Security Agent (CSA) 5.0 and 5.1 (when a vulnerable Trust Agent has been deployed), and the Meetinghouse AEGIS SecureConnect Client store transmitted authentication credentials in plaintext log files, which allows local users to obtain sensitive information by reading these files, aka CSCsg34423."
 3803,CVE-2007-1067,,,+Priv ,2007-02-22,2017-07-29,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"Cisco Secure Services Client (CSSC) 4.x, Trust Agent 1.x and 2.x, Cisco Security Agent (CSA) 5.0 and 5.1 (when a vulnerable Trust Agent has been deployed), and the Meetinghouse AEGIS SecureConnect Client do not properly parse commands, which allows local users to gain privileges via unspecified vectors, aka CSCsh30624."
 3804,CVE-2007-1066,,,+Priv ,2007-02-22,2017-07-29,6.8,None,Local,Low,???,Complete,Complete,Complete,"Cisco Secure Services Client (CSSC) 4.x, Trust Agent 1.x and 2.x, Cisco Security Agent (CSA) 5.0 and 5.1 (when a vulnerable Trust Agent has been deployed), and the Meetinghouse AEGIS SecureConnect Client use an insecure default Discretionary Access Control Lists (DACL) for the connection client GUI, which allows local users to gain privileges by injecting ""a thread under ConnectionClient.exe,"" aka CSCsg20558."
 3805,CVE-2007-1065,,,+Priv ,2007-02-22,2017-07-29,6.8,None,Local,Low,???,Complete,Complete,Complete,"Cisco Secure Services Client (CSSC) 4.x, Trust Agent 1.x and 2.x, Cisco Security Agent (CSA) 5.0 and 5.1 (when a vulnerable Trust Agent has been deployed), and the Meetinghouse AEGIS SecureConnect Client allows local users to gain SYSTEM privileges via unspecified vectors in the supplicant, aka CSCsf15836."
 3806,CVE-2007-1064,,,+Priv ,2007-02-22,2017-07-29,6.8,None,Local,Low,???,Complete,Complete,Complete,"Cisco Secure Services Client (CSSC) 4.x, Trust Agent 1.x and 2.x, Cisco Security Agent (CSA) 5.0 and 5.1 (when a vulnerable Trust Agent has been deployed), and the Meetinghouse AEGIS SecureConnect Client do not drop privileges when the help facility in the supplicant GUI is invoked, which allows local users to gain privileges, aka CSCsf14120."
 3807,CVE-2007-0968,,,Bypass ,2007-02-16,2017-07-29,9.0,None,Remote,Low,???,Complete,Complete,Complete,"Unspecified vulnerability in Cisco Firewall Services Module (FWSM) before 2.3(4.7) and 3.x before 3.1(3.1) causes the access control entries (ACE) in an ACL to be improperly evaluated, which allows remote authenticated users to bypass intended certain ACL protections."
 3808,CVE-2007-0967,,,DoS ,2007-02-16,2017-07-29,7.8,None,Remote,Low,Not required,None,None,Complete,Cisco Firewall Services Module (FWSM) 3.x before 3.1(3.1) allows remote attackers to cause a denial of service (device reboot) via malformed SNMP requests.
 3809,CVE-2007-0966,,,DoS ,2007-02-16,2017-07-29,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco Firewall Services Module (FWSM) 3.x before 3.1(3.11), when the HTTPS server is enabled, allows remote attackers to cause a denial of service (device reboot) via certain HTTPS traffic."
 3810,CVE-2007-0965,,,DoS ,2007-02-16,2011-03-08,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco FWSM 3.x before 3.1(3.2), when authentication is configured to use ""aaa authentication match"" or ""aaa authentication include"", allows remote attackers to cause a denial of service (device reboot) via a long HTTP request."
 3811,CVE-2007-0964,,,DoS ,2007-02-16,2011-03-08,5.4,None,Remote,High,Not required,None,None,Complete,"Cisco FWSM 3.x before 3.1(3.18), when authentication is configured to use ""aaa authentication match"" or ""aaa authentication include"", allows remote attackers to cause a denial of service (device reboot) via a malformed HTTPS request."
 3812,CVE-2007-0963,,,DoS ,2007-02-16,2011-03-08,7.8,None,Remote,Low,Not required,None,None,Complete,"Unspecified vulnerability in Cisco Firewall Services Module (FWSM) 3.x before 3.1(3.3), when set to log at the ""debug"" level, allows remote attackers to cause a denial of service (device reboot) by sending packets that are not of a particular protocol such as TCP or UDP, which triggers the reboot during generation of Syslog message 710006."
 3813,CVE-2007-0962,,,DoS ,2007-02-16,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco PIX 500 and ASA 5500 Series Security Appliances 7.0 before 7.0(4.14) and 7.1 before 7.1(2.1), and the FWSM 2.x before 2.3(4.12) and 3.x before 3.1(3.24), when ""inspect http"" is enabled, allows remote attackers to cause a denial of service (device reboot) via malformed HTTP traffic."
 3814,CVE-2007-0961,,,DoS ,2007-02-16,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco PIX 500 and ASA 5500 Series Security Appliances 6.x before 6.3(5.115), 7.0 before 7.0(5.2), and 7.1 before 7.1(2.5), and the FWSM 3.x before 3.1(3.24), when the ""inspect sip"" option is enabled, allows remote attackers to cause a denial of service (device reboot) via malformed SIP packets."
 3815,CVE-2007-0960,,,+Priv ,2007-02-16,2018-10-30,9.0,None,Remote,Low,???,Complete,Complete,Complete,"Unspecified vulnerability in Cisco PIX 500 and ASA 5500 Series Security Appliances 7.2.2, when configured to use the LOCAL authentication method, allows remote authenticated users to gain privileges via unspecified vectors."
 3816,CVE-2007-0959,,,DoS ,2007-02-16,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco PIX 500 and ASA 5500 Series Security Appliances 7.2.2, when configured to inspect certain TCP-based protocols, allows remote attackers to cause a denial of service (device reboot) via malformed TCP packets."
 3817,CVE-2007-0918,20,,DoS ,2007-02-14,2018-10-30,7.1,None,Remote,Medium,Not required,None,None,Complete,"The ATOMIC.TCP signature engine in the Intrusion Prevention System (IPS) feature for Cisco IOS 12.4XA, 12.3YA, 12.3T, and other trains allows remote attackers to cause a denial of service (IPS crash and traffic loss) via unspecified manipulations that are not properly handled by the regular expression feature, as demonstrated using the 3123.0 (Netbus Pro Traffic) signature."
 3818,CVE-2007-0917,,,Bypass ,2007-02-14,2017-10-11,6.4,None,Remote,Low,Not required,Partial,Partial,None,The Intrusion Prevention System (IPS) feature for Cisco IOS 12.4XE to 12.3T allows remote attackers to bypass IPS signatures that use regular expressions via fragmented packets.
 3819,CVE-2007-0648,,,DoS ,2007-02-01,2017-10-11,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco IOS after 12.3(14)T, 12.3(8)YC1, 12.3(8)YG, and 12.4, with voice support and without Session Initiated Protocol (SIP) configured, allows remote attackers to cause a denial of service (crash) by sending a crafted packet to port 5060/UDP."
 3820,CVE-2007-0481,,,DoS ,2007-01-25,2017-10-11,7.8,None,Remote,Low,Not required,None,None,Complete,Cisco IOS allows remote attackers to cause a denial of service (crash) via a crafted IPv6 Type 0 Routing header.
 3821,CVE-2007-0480,,,DoS Exec Code ,2007-01-25,2017-10-11,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Cisco IOS 9.x, 10.x, 11.x, and 12.x and IOS XR 2.0.x, 3.0.x, and 3.2.x allows remote attackers to cause a denial of service or execute arbitrary code via a crafted IP option in the IP header in a (1) ICMP, (2) PIMv2, (3) PGM, or (4) URD packet."
 3822,CVE-2007-0479,,,DoS ,2007-01-25,2017-10-11,7.8,None,Remote,Low,Not required,None,None,Complete,"Memory leak in the TCP listener in Cisco IOS 9.x, 10.x, 11.x, and 12.x allows remote attackers to cause a denial of service by sending crafted TCP traffic to an IPv4 address on the IOS device."
 3823,CVE-2007-0397,,,+Info ,2007-01-20,2018-10-30,6.4,None,Remote,Low,Not required,Partial,Partial,None,"The Cisco Security Monitoring, Analysis and Response System (CS-MARS) before 4.2.3 and Adaptive Security Device Manager (ASDM) before 5.2(2.54) do not validate the SSL/TLS certificates or SSH public keys when connecting to devices, which allows remote attackers to spoof those devices to obtain sensitive information or generate incorrect information."
 3824,CVE-2007-0199,,,DoS ,2007-01-11,2017-10-11,5.0,None,Remote,Low,Not required,None,None,Partial,"The Data-link Switching (DLSw) feature in Cisco IOS 11.0 through 12.4 allows remote attackers to cause a denial of service (device reload) via ""an invalid value in a DLSw message... during the capabilities exchange."""
 3825,CVE-2007-0198,,,DoS ,2007-01-11,2011-03-08,5.0,None,Remote,Low,Not required,None,None,Partial,"The JTapi Gateway process in Cisco Unified Contact Center Enterprise, Unified Contact Center Hosted, IP Contact Center Enterprise, and Cisco IP Contact Center Hosted 5.0 through 7.1 allows remote attackers to cause a denial of service (repeated process restart) via a certain TCP session on the JTapi server port."
 3826,CVE-2007-0105,,,Exec Code Overflow ,2007-01-09,2017-07-29,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Stack-based buffer overflow in the CSAdmin service in Cisco Secure Access Control Server (ACS) for Windows before 4.1 and ACS Solution Engine before 4.1 allows remote attackers to execute arbitrary code via a crafted HTTP GET request.
 3827,CVE-2007-0058,200,,Bypass +Info ,2007-01-04,2018-10-30,7.8,None,Remote,Low,Not required,Complete,None,None,"Cisco Clean Access (CCA) 3.5.x through 3.5.9 and 3.6.x through 3.6.1.1 on the Clean Access Manager (CAM) allows remote attackers to bypass authentication and download arbitrary manual database backups by guessing the snapshot filename using brute force, then making a direct request for the file."
 3828,CVE-2007-0057,255,,,2007-01-04,2018-11-01,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Cisco Clean Access (CCA) 3.6.x through 3.6.4.2 and 4.0.x through 4.0.3.2 does not properly configure or allow modification of a shared secret authentication key, which causes all devices to have the same shared sercet and allows remote attackers to gain unauthorized access."
 3829,CVE-2006-5808,,,+Priv ,2006-11-08,2017-07-20,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"The installation of Cisco Secure Desktop (CSD) before 3.1.1.45 uses insecure default permissions (all users full control) for the CSD directory and its parent directory, which allow local users to gain privileges by replacing CSD executables, aka ""Local Privilege Escalation""."
 3830,CVE-2006-5807,,,,2006-11-08,2017-07-20,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"Cisco Secure Desktop (CSD) before 3.1.1.45 allows local users to escape out of the secure desktop environment by using certain applications that switch to the default desktop, aka ""System Policy Evasion""."
 3831,CVE-2006-5806,,,,2006-11-08,2017-07-20,2.1,None,Local,Low,Not required,Partial,None,None,"SSL VPN Client in Cisco Secure Desktop before 3.1.1.45, when configured to spawn a web browser after a successful connection, stores sensitive browser session information in a directory outside of the CSD vault and does not restrict the user from saving files outside of the vault, which is not cleared after the VPN connection terminates and allows local users to read unencrypted data."
 3832,CVE-2006-5660,,,Bypass ,2006-11-03,2017-07-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Cisco Security Agent Management Center (CSAMC) 5.1 before 5.1.0.79 does not properly handle certain LDAP error messages, which allows remote attackers to bypass authentication requirements via an empty password when using an external LDAP server."
 3833,CVE-2006-5553,,,DoS ,2006-10-26,2017-07-20,7.8,None,Remote,Low,Not required,None,None,Complete,"Cisco Security Agent (CSA) for Linux 4.5 before 4.5.1.657 and 5.0 before 5.0.0.193, as used by Unified CallManager (CUCM) and Unified Presence Server (CUPS), allows remote attackers to cause a denial of service (resource consumption) via a port scan with certain options."
 3834,CVE-2006-5394,,,,2006-10-18,2008-09-05,2.1,None,Local,Low,Not required,Partial,None,None,"The default configuration of Cisco Secure Desktop (CSD) has an unchecked ""Disable printing"" box in Secure Desktop Settings, which might allow local users to read data that was sent to a printer during another user's SSL VPN session."
 3835,CVE-2006-5393,,,,2006-10-18,2008-09-05,2.1,None,Local,Low,Not required,Partial,None,None,"Cisco Secure Desktop (CSD) does not require that the ClearPageFileAtShutdown (aka CCE-Winv2.0-407) registry value equals 1, which might allow local users to read certain memory pages that were written during another user's SSL VPN session."
 3836,CVE-2006-5288,,,,2006-10-13,2017-07-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Cisco 2700 Series Wireless Location Appliances before 2.1.34.0 have a default administrator username ""root"" and password ""password,"" which allows remote attackers to obtain administrative privileges, aka Bug ID CSCsb92893."
 3837,CVE-2006-5278,,,Exec Code Overflow ,2007-07-15,2019-08-01,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Integer overflow in the Real-Time Information Server (RIS) Data Collector service (RisDC.exe) in Cisco Unified Communications Manager (CUCM, formerly CallManager) before 20070711 allow remote attackers to execute arbitrary code via crafted packets, resulting in a heap-based buffer overflow."
 3838,CVE-2006-5277,,,Exec Code Overflow ,2007-07-15,2018-10-17,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"Off-by-one error in the Certificate Trust List (CTL) Provider service (CTLProvider.exe) in Cisco Unified Communications Manager (CUCM, formerly CallManager) before 20070711 allow remote attackers to execute arbitrary code via a crafted packet that triggers a heap-based buffer overflow."
 3839,CVE-2006-4983,,,Bypass ,2006-09-26,2018-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Cisco NAC allows quarantined devices to communicate over the network with (1) DNS, (2) DHCP, and (3) EAPoUDP, which allows attackers to bypass control methods by tunneling network traffic through one of these protocols."
 3840,CVE-2006-4982,,,Bypass ,2006-09-26,2018-10-17,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"Cisco NAC maintains an exception list that does not record device properties other than MAC address, which allows physically proximate attackers to bypass control methods and join a local network by spoofing the MAC address of a different type of device, as demonstrated by using the MAC address of a disconnected printer."
 3841,CVE-2006-4950,,,,2006-09-23,2017-10-11,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"Cisco IOS 12.2 through 12.4 before 20060920, as used by Cisco IAD2430, IAD2431, and IAD2432 Integrated Access Devices, the VG224 Analog Phone Gateway, and the MWR 1900 and 1941 Mobile Wireless Edge Routers, is incorrectly identified as supporting DOCSIS, which allows remote attackers to gain read-write access via a hard-coded cable-docsis community string and read or modify arbitrary SNMP variables."
 3842,CVE-2006-4911,,,Bypass ,2006-09-21,2019-07-31,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Unspecified vulnerability in Cisco IPS 5.0 before 5.0(6p2) and 5.1 before 5.1(2), when running in inline or promiscuous mode, allows remote attackers to bypass traffic inspection via a ""crafted sequence of fragmented IP packets""."
 3843,CVE-2006-4910,,,DoS ,2006-09-21,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,"The web administration interface (mainApp) to Cisco IDS before 4.1(5c), and IPS 5.0 before 5.0(6p1) and 5.1 before 5.1(2) allows remote attackers to cause a denial of service (unresponsive device) via a crafted SSLv2 Client Hello packet."
 3844,CVE-2006-4909,,,XSS ,2006-09-21,2017-07-20,2.6,None,Remote,High,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in Cisco Guard DDoS Mitigation Appliance before 5.1(6), when anti-spoofing is enabled, allows remote attackers to inject arbitrary web script or HTML via certain character sequences in a URL that are not properly handled when the appliance sends a meta-refresh."
 3845,CVE-2006-4776,119,,Exec Code Overflow ,2006-09-14,2018-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,Heap-based buffer overflow in the VLAN Trunking Protocol (VTP) feature in Cisco IOS 12.1(19) allows remote attackers to execute arbitrary code via a long VLAN name in a VTP type 2 summary advertisement.
 3846,CVE-2006-4775,399,,DoS ,2006-09-14,2018-10-17,7.8,None,Remote,Low,Not required,None,None,Complete,"The VLAN Trunking Protocol (VTP) feature in Cisco IOS 12.1(19) and CatOS allows remote attackers to cause a denial of service by sending a VTP update with a revision value of 0x7FFFFFFF, which is incremented to 0x80000000 and is interpreted as a negative number in a signed context."
 3847,CVE-2006-4774,399,,DoS ,2006-09-14,2018-10-17,7.8,None,Remote,Low,Not required,None,None,Complete,The VLAN Trunking Protocol (VTP) feature in Cisco IOS 12.1(19) allows remote attackers to cause a denial of service by sending a VTP version 1 summary frame with a VTP version field value of 2.
 3848,CVE-2006-4650,,,Overflow Bypass ,2006-09-09,2018-10-17,2.6,None,Remote,High,Not required,Partial,None,None,"Cisco IOS 12.0, 12.1, and 12.2, when GRE IP tunneling is used and the RFC2784 compliance fixes are missing, does not verify the offset field of a GRE packet during decapsulation, which leads to an integer overflow that references data from incorrect memory locations, which allows remote attackers to inject crafted packets into the routing queue, possibly bypassing intended router ACLs."
 3849,CVE-2006-4430,,,Bypass ,2006-08-29,2018-10-30,5.0,None,Remote,Low,Not required,None,Partial,None,"The Cisco Network Admission Control (NAC) 3.6.4.1 and earlier allows remote attackers to prevent installation of the Cisco Clean Access (CCA) Agent and bypass local and remote protection mechanisms by modifying (1) the HTTP User-Agent header or (2) the behavior of the TCP/IP stack.  NOTE: the vendor has disputed the severity of this issue, stating that users cannot bypass authentication mechanisms."
 3850,CVE-2006-4352,,,+Info ,2006-08-25,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"The ArrowPoint cookie functionality for Cisco 11000 series Content Service Switches specifies an internal IP address if the administrator does not specify a string option, which allows remote attackers to obtain sensitive information."
 3851,CVE-2006-4313,,,Exec Code ,2006-08-23,2018-10-30,5.0,None,Remote,Low,Not required,None,Partial,None,"Multiple unspecified vulnerabilities in Cisco VPN 3000 series concentrators before 4.1, 4.1.x up to 4.1(7)L, and 4.7.x up to 4.7(2)F allow attackers to execute the (1) CWD, (2) MKD, (3) CDUP, (4) RNFR, (5) SIZE, and (6) RMD FTP commands to modify files or create and delete directories via unknown vectors."
 3852,CVE-2006-4312,,,,2006-08-23,2018-10-30,6.8,None,Local,Low,???,Complete,Complete,Complete,"Cisco PIX 500 Series Security Appliances and ASA 5500 Series Adaptive Security Appliances, when running 7.0(x) up to 7.0(5) and 7.1(x) up to 7.1(2.4), and Firewall Services Module (FWSM) 3.1(x) up to 3.1(1.6), causes the EXEC password, local user passwords, and the enable password to be changed to a ""non-random value"" under certain circumstances, which causes administrators to be locked out and might allow attackers to gain access."
 3853,CVE-2006-4194,,,,2006-08-17,2018-10-30,5.0,None,Remote,Low,Not required,None,Partial,None,"** DISPUTED **  Unspecified vulnerability in Cisco PIX 500 Series Security Appliances allows remote attackers to send arbitrary UDP packets to intranet devices via unspecified vectors involving Session Initiation Protocol (SIP) fixup commands, a different issue than CVE-2006-4032.  NOTE: the vendor, after working with the researcher, has been unable to reproduce the issue."
 3854,CVE-2006-4098,,,Exec Code Overflow ,2006-12-31,2017-07-20,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Stack-based buffer overflow in the CSRadius service in Cisco Secure Access Control Server (ACS) for Windows before 4.1 and ACS Solution Engine before 4.1 allows remote attackers to execute arbitrary code via a crafted RADIUS Accounting-Request packet.
 3855,CVE-2006-4097,,,DoS Overflow ,2006-12-31,2018-10-30,7.8,None,Remote,Low,Not required,None,None,Complete,Multiple unspecified vulnerabilities in the CSRadius service in Cisco Secure Access Control Server (ACS) for Windows before 4.1 and ACS Solution Engine before 4.1 allow remote attackers to cause a denial of service (crash) via a crafted RADIUS Access-Request packet.  NOTE: it has been reported that at least one issue is a heap-based buffer overflow involving the Tunnel-Password attribute.
 3856,CVE-2006-4032,,,,2006-08-09,2017-07-20,5.0,None,Remote,Low,Not required,Partial,None,None,"Unspecified vulnerability in Cisco IOS CallManager Express (CME) allows remote attackers to gain sensitive information (user names) from the Session Initiation Protocol (SIP) user directory via certain SIP messages, aka bug CSCse92417."
 3857,CVE-2006-3734,,,Exec Code ,2006-07-21,2017-07-20,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"Multiple unspecified vulnerabilities in the Command Line Interface (CLI) for Cisco Security Monitoring, Analysis and Response System (CS-MARS) before 4.2.1, allow local CS-MARS administrators to execute arbitrary commands as root."
 3858,CVE-2006-3733,264,,Exec Code +Priv ,2006-07-21,2018-10-17,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"jmx-console/HtmlAdaptor in the jmx-console in the JBoss web application server, as shipped with Cisco Security Monitoring, Analysis and Response System (CS-MARS) before 4.2.1, allows remote attackers to gain privileges as the CS-MARS administrator and execute arbitrary Java code via an invokeOp action in the BSHDeployer jboss.scripts service name."
 3859,CVE-2006-3732,,,+Info ,2006-07-21,2017-07-20,5.0,None,Remote,Low,Not required,Partial,None,None,"Cisco Security Monitoring, Analysis and Response System (CS-MARS) before 4.2.1 ships with an Oracle database that contains several default accounts and passwords, which allows attackers to obtain sensitive information."
 3860,CVE-2006-3596,,,DoS ,2006-07-18,2018-10-30,5.0,None,Remote,Low,Not required,None,None,Partial,"The device driver for Intel-based gigabit network adapters in Cisco Intrusion Prevention System (IPS) 5.1(1) through 5.1(p1), as installed on various Cisco Intrusion Prevention System 42xx appliances, allows remote attackers to cause a denial of service (kernel panic and possibly network outage) via a crafted IP packet."
 3861,CVE-2006-3595,,,,2006-07-18,2017-10-11,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The default configuration of IOS HTTP server in Cisco Router Web Setup (CRWS) before 3.3.0 build 31 does not require credentials, which allows remote attackers to access the server with arbitrary privilege levels, aka bug CSCsa78190."
 3862,CVE-2006-3594,,,Exec Code Overflow ,2006-07-18,2017-07-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Buffer overflow in Cisco Unified CallManager (CUCM) 5.0(1) through 5.0(3a) allows remote attackers to execute arbitrary code via a long hostname in a SIP request, aka bug CSCsd96542."
 3863,CVE-2006-3593,,,,2006-07-18,2017-07-20,4.0,None,Remote,Low,???,None,Partial,None,"The command line interface (CLI) in Cisco Unified CallManager (CUCM) 5.0(1) through 5.0(3a) allows local users to overwrite arbitrary files by redirecting a command's output to a file or folder, aka bug CSCse31704."
 3864,CVE-2006-3592,,,Exec Code ,2006-07-18,2017-07-20,4.6,None,Local,Low,Not required,Partial,Partial,Partial,"Unspecified vulnerability in the command line interface (CLI) in Cisco Unified CallManager (CUCM) 5.0(1) through 5.0(3a) allows local users to execute arbitrary commands with elevated privileges via unspecified vectors, involving ""certain CLI commands,"" aka bug CSCse11005."
 3865,CVE-2006-3291,16,,,2006-06-28,2017-07-20,9.3,None,Remote,Medium,Not required,Complete,Complete,Complete,"The web interface on Cisco IOS 12.3(8)JA and 12.3(8)JA1, as used on the Cisco Wireless Access Point and Wireless Bridge, reconfigures itself when it is changed to use the ""Local User List Only (Individual Passwords)"" setting, which removes all security and password configurations and allows remote attackers to access the system."
 3866,CVE-2006-3290,,,+Info ,2006-06-28,2017-07-20,5.0,None,Remote,Low,Not required,Partial,None,None,"HTTP server in Cisco Wireless Control System (WCS) for Linux and Windows before 3.2(51) stores sensitive information under the web root with insufficient access control, which allows remote attackers to obtain usernames and directory paths via a direct URL request."
 3867,CVE-2006-3289,,,XSS ,2006-06-28,2017-07-20,2.6,None,Remote,High,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in the login page of the HTTP interface for the Cisco Wireless Control System (WCS) for Linux and Windows before 3.2(51) allows remote attackers to inject arbitrary web script or HTML via unspecified vectors involving a ""malicious URL""."
 3868,CVE-2006-3288,,,,2006-06-28,2017-07-20,5.0,None,Remote,Low,Not required,None,Partial,None,"Unspecified vulnerability in the TFTP server in Cisco Wireless Control System (WCS) for Linux and Windows before 3.2(51), when configured to use a directory path name that contains a space character, allows remote authenticated users to read and overwrite arbitrary files via unspecified vectors."
 3869,CVE-2006-3287,,,,2006-06-28,2017-07-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Cisco Wireless Control System (WCS) for Linux and Windows 4.0(1) and earlier uses a default administrator username ""root"" and password ""public,"" which allows remote attackers to gain access (aka bug CSCse21391)."
 3870,CVE-2006-3286,,,,2006-06-28,2017-07-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The internal database in Cisco Wireless Control System (WCS) for Linux and Windows before 3.2(63) stores a hard-coded username and password in plaintext within unspecified files, which allows remote authenticated users to access the database (aka bug CSCsd15951)."
 3871,CVE-2006-3285,,,,2006-06-28,2017-07-20,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"The internal database in Cisco Wireless Control System (WCS) for Linux and Windows before 3.2(51) uses an undocumented, hard-coded username and password, which allows remote authenticated users to read, and possibly modify, sensitive configuration data (aka bugs CSCsd15955)."
 3872,CVE-2006-3226,,,Bypass ,2006-06-26,2018-10-18,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Cisco Secure Access Control Server (ACS) 4.x for Windows uses the client's IP address and the server's port number to grant access to an HTTP server port for an administration session, which allows remote attackers to bypass authentication via various methods, aka ""ACS Weak Session Management Vulnerability."""
 3873,CVE-2006-3109,,,XSS ,2006-06-21,2018-10-18,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in Cisco CallManager 3.3 before 3.3(5)SR3, 4.1 before 4.1(3)SR4, 4.2 before 4.2(3), and 4.3 before 4.3(1), allows remote attackers to inject arbitrary web script or HTML via the (1) pattern parameter in ccmadmin/phonelist.asp and (2) arbitrary parameters in ccmuser/logon.asp, aka bugid CSCsb68657."
 3874,CVE-2006-3101,,,XSS ,2006-06-21,2018-10-18,4.3,None,Remote,Medium,Not required,None,Partial,None,"Cross-site scripting (XSS) vulnerability in LogonProxy.cgi in Cisco Secure ACS for UNIX 2.3 allows remote attackers to inject arbitrary web script or HTML via the (1) error, (2) SSL, and (3) Ok parameters."
 3875,CVE-2006-3073,,,XSS ,2006-06-19,2018-10-30,2.6,None,Remote,High,Not required,None,Partial,None,"Multiple cross-site scripting (XSS) vulnerabilities in the WebVPN feature in the Cisco VPN 3000 Series Concentrators and Cisco ASA 5500 Series Adaptive Security Appliances (ASA), when in WebVPN clientless mode, allow remote attackers to inject arbitrary web script or HTML via the domain parameter in (1) dnserror.html and (2) connecterror.html, aka bugid CSCsd81095 (VPN3k) and CSCse48193 (ASA). NOTE: the vendor states that ""WebVPN full-network-access mode"" is not affected, despite the claims by the original researcher."
 3876,CVE-2006-2679,,,+Priv ,2006-05-31,2017-07-20,7.2,None,Local,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in the VPN Client for Windows Graphical User Interface (GUI) (aka the VPN client dialer) in Cisco VPN Client for Windows 4.8.00.* and earlier, except for 4.7.00.0533, allows local authenticated, interactive users to gain privileges, possibly due to privileges of dialog boxes, aka bug ID CSCsd79265."
 3877,CVE-2006-2322,,,,2006-05-12,2017-07-20,6.4,None,Remote,Low,Not required,Partial,Partial,None,"The transparent proxy feature of the Cisco Application Velocity System (AVS) 3110 5.0 and 4.0 and earlier, and 3120 5.0.0 and earlier, has a default configuration that allows remote attackers to proxy arbitrary TCP connections, aka Bug ID CSCsd32143."
 3878,CVE-2006-2166,,,,2006-05-04,2018-10-30,2.1,None,Remote,High,???,None,Partial,None,"Unspecified vulnerability in the HTTP management interface in Cisco Unity Express (CUE) 2.2(2) and earlier, when running on any CUE Advanced Integration Module (AIM) or Network Module (NM), allows remote authenticated attackers to reset the password for any user with an expired password."
